iter	RMSE
506	5228.252135
507	5226.150298
508	5225.622331
509	5225.060208
510	5224.05803
511	5223.780647
512	5222.789897
513	5222.349746
514	5220.286408
515	5219.236655
516	5218.445269
517	5216.731749
518	5215.08258
519	5213.910562
520	5212.23951
521	5211.335174
522	5209.993717
523	5208.7336
524	5206.922823
525	5206.409377
526	5205.447803
527	5204.834224
528	5202.288874
529	5201.346415
530	5200.431561
531	5199.556831
532	5198.225944
533	5197.069395
534	5195.908999
535	5195.289459
536	5193.70666
537	5192.848897
538	5191.987292
539	5191.332362
540	5190.437592
541	5188.641388
542	5186.969494
543	5186.136226
544	5185.602573
545	5184.417661
546	5183.767058
547	5181.971911
548	5181.122816
549	5179.740665
550	5179.059194
551	5178.087494
552	5177.669251
553	5176.665751
554	5175.949514
555	5175.420082
556	5173.593417
557	5172.811919
558	5171.680627
559	5171.111793
560	5169.280117
561	5167.637317
562	5167.068234
563	5165.645646
564	5164.334414
565	5162.661426
566	5161.551132
567	5160.168348
568	5159.182411
569	5158.223833
570	5157.397725
571	5156.560406
572	5155.693027
573	5154.988331
574	5153.242687
575	5152.291514
576	5151.073718
577	5149.734407
578	5148.71006
579	5147.395107
580	5146.724121
581	5145.841967
582	5145.431585
583	5144.245728
584	5142.970439
585	5142.138424
586	5140.091462
587	5139.332455
588	5138.932875
589	5137.20458
590	5136.201653
591	5135.733929
592	5135.195873
593	5134.1789
594	5133.168651
595	5131.830748
596	5131.349227
597	5129.915933
598	5129.491752
599	5129.132781
600	5127.912338
601	5125.871262
602	5125.003065
603	5124.351547
604	5123.171345
605	5122.120598
606	5120.402151
607	5119.859432
608	5118.989517
609	5118.220305
610	5117.36844
611	5116.381536
612	5115.558151
613	5114.197851
614	5113.162248
615	5111.665735
616	5111.055529
617	5110.257814
618	5108.381665
619	5108.069541
620	5107.495051
621	5105.990637
622	5104.526022
623	5103.734946
624	5102.944829
625	5102.386073
626	5101.475305
627	5100.467225
628	5100.040507
629	5099.614675
630	5099.020324
631	5098.641752
632	5097.942749
633	5097.259314
634	5096.608987
635	5096.277776
636	5095.231614
637	5094.410357
638	5093.512346
639	5092.812666
640	5091.001808
641	5090.455456
642	5089.990315
643	5089.542689
644	5087.699468
645	5086.761151
646	5086.144574
647	5085.48989
648	5085.165756
649	5083.606013
650	5082.911417
651	5082.209945
652	5081.569566
653	5080.994308
654	5080.027124
655	5079.544147
656	5078.96403
657	5078.425413
658	5077.844687
659	5077.391411
660	5076.149247
661	5075.623962
662	5075.179499
663	5074.144088
664	5072.920315
665	5071.079737
666	5069.914534
667	5069.484878
668	5067.978101
669	5067.122908
670	5064.941114
671	5064.513384
672	5064.063317
673	5063.677185
674	5062.58895
675	5061.799626
676	5060.472136
677	5059.969972
678	5058.818886
679	5057.684292
680	5056.764249
681	5055.919272
682	5055.199272
683	5054.696818
684	5054.196542
685	5053.077092
686	5051.721171
687	5050.837492
688	5049.467527
689	5048.655234
690	5047.996146
691	5047.745861
692	5047.492198
693	5046.861796
694	5046.261558
695	5045.796151
696	5045.243582
697	5044.420482
698	5043.415224
699	5042.76427
700	5041.578424
701	5040.639619
702	5039.807077
703	5039.353632
704	5038.706812
705	5037.772843
706	5037.142269
707	5036.269186
708	5034.803194
709	5034.142835
710	5033.013095
711	5032.288917
712	5031.627531
713	5031.125319
714	5030.224237
715	5029.193095
716	5028.771625
717	5027.977441
718	5027.305689
719	5026.091763
720	5025.880358
721	5025.182068
722	5024.443688
723	5023.661068
724	5022.783312
725	5021.781257
726	5020.378892
727	5019.622183
728	5018.540859
729	5018.103504
730	5017.52984
731	5016.990159
732	5016.451929
733	5015.578819
734	5014.529393
735	5014.02944
736	5013.761233
737	5013.372244
738	5011.904845
739	5011.028608
740	5010.211289
741	5009.107903
742	5008.242401
743	5006.419768
744	5005.844326
745	5005.290194
746	5004.519267
747	5003.49716
748	5002.217012
749	5001.908405
750	5001.575688
751	5001.303749
752	5000.203279
753	4999.618632
754	4997.871043
755	4997.645376
756	4997.028087
757	4996.659628
758	4995.720182
759	4994.834859
760	4993.804321
761	4992.344773
762	4991.784186
763	4991.477083
764	4990.860494
765	4990.590071
766	4988.851087
767	4988.26018
768	4986.844131
769	4986.204365
770	4985.507735
771	4981.7301
772	4980.573969
773	4979.330119
774	4978.348224
775	4977.155633
776	4976.807973
777	4975.95478
778	4974.567367
779	4973.23464
780	4972.691718
781	4972.14216
782	4971.445292
783	4970.961223
784	4970.271375
785	4969.115571
786	4968.539656
787	4967.233599
788	4966.339624
789	4966.056773
790	4965.112634
791	4964.76115
792	4964.22292
793	4963.40196
794	4962.927547
795	4962.469005
796	4961.841931
797	4961.160555
798	4960.455648
799	4959.496301
800	4958.815235
801	4958.192262
802	4957.267088
803	4956.726333
804	4956.17776
805	4955.636782
806	4955.14823
807	4954.36452
808	4953.842219
809	4953.274611
810	4952.426107
811	4951.977528
812	4950.803159
813	4950.158943
814	4948.868048
815	4948.063127
816	4947.45544
817	4947.164336
818	4946.583992
819	4944.846711
820	4943.930852
821	4943.316686
822	4942.656414
823	4941.863276
824	4939.87631
825	4938.346011
826	4937.657739
827	4937.088191
828	4936.575424
829	4936.097037
830	4935.030706
831	4934.398805
832	4932.784477
833	4931.517692
834	4930.830835
835	4930.063066
836	4929.362145
837	4928.999516
838	4928.513742
839	4928.131307
840	4927.470842
841	4926.828935
842	4925.773002
843	4924.982488
844	4924.099095
845	4923.054815
846	4922.104575
847	4921.173301
848	4920.694334
849	4920.011471
850	4919.567314
851	4919.007611
852	4918.055366
853	4917.066629
854	4916.872313
855	4916.486908
856	4916.08884
857	4915.55531
858	4914.673552
859	4914.320131
860	4913.404938
861	4912.94741
862	4911.876919
863	4911.104833
864	4910.714674
865	4909.628706
866	4908.618023
867	4908.10789
868	4907.347689
869	4906.837558
870	4906.450728
871	4905.947531
872	4904.866194
873	4904.515498
874	4904.104378
875	4903.304822
876	4902.646146
877	4902.404888
878	4902.147776
879	4901.212103
880	4900.215194
881	4899.953876
882	4899.677405
883	4898.824279
884	4898.300008
885	4898.098787
886	4897.384241
887	4896.596143
888	4895.88679
889	4895.228406
890	4894.355971
891	4893.924042
892	4893.589045
893	4893.173178
894	4892.960535
895	4892.593492
896	4891.888343
897	4890.254201
898	4889.678474
899	4889.296378
900	4889.017207
901	4888.432118
902	4887.925454
903	4887.736004
904	4886.91786
905	4886.713838
906	4886.314075
907	4885.614527
908	4884.518348
909	4883.909856
910	4883.57217
911	4883.032822
912	4882.848885
913	4882.36096
914	4882.098155
915	4881.177143
916	4880.727686
917	4878.818472
918	4878.324021
919	4878.031788
920	4877.548384
921	4876.395124
922	4875.840072
923	4875.315267
924	4874.252893
925	4873.852951
926	4873.468377
927	4872.869982
928	4872.337169
929	4871.407379
930	4870.572702
931	4870.280178
932	4869.343291
933	4868.891044
934	4868.068103
935	4867.620182
936	4866.779867
937	4866.326305
938	4865.684794
939	4864.77979
940	4863.804227
941	4863.227675
942	4863.071872
943	4862.246614
944	4861.706465
945	4861.033695
946	4860.409222
947	4860.103761
948	4859.528348
949	4858.960752
950	4858.557164
951	4857.644712
952	4856.995133
953	4856.33618
954	4855.418086
955	4854.827453
956	4854.34648
957	4853.25054
958	4853.081802
959	4852.817763
960	4852.220773
961	4851.410975
962	4851.161603
963	4850.623358
964	4850.124283
965	4849.633938
966	4848.857466
967	4848.437981
968	4847.911534
969	4847.693421
970	4847.081442
971	4845.809687
972	4845.376539
973	4845.109044
974	4844.670909
975	4844.485471
976	4843.585249
977	4842.973205
978	4842.320475
979	4841.909839
980	4841.350788
981	4840.897368
982	4840.638122
983	4840.36245
984	4840.090767
985	4839.62821
986	4838.816206
987	4837.968171
988	4837.509065
989	4837.008222
990	4836.428569
991	4835.64699
992	4835.336914
993	4834.841315
994	4834.156128
995	4833.734048
996	4832.981403
997	4832.608582
998	4831.955713
999	4830.775269
